rowId,id,category,symbolPath,symbol,type,source,relevance,relevanceToCrabSync,readStatus,naturalObservationStatus,argumentMetadataStatus,ownershipAuthorityStatus,visibilityDirection,lifecycleCoverage,persistenceUiCoverage,writeApplyStatus,safetyClassification,terminalDisposition,coverageDisposition,nextRequiredObservation,checklistLinks,checklistLinkage,coverageCapabilities
script-crabchampions-crabweapon-muzzleflashnc-property,script-crabchampions-crabweapon-muzzleflashnc-property,weapons-abilities-melee,/Script/CrabChampions.CrabWeapon:MuzzleFlashNC,CrabWeapon.MuzzleFlashNC,property,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-crabweapon-owningc-property,script-crabchampions-crabweapon-owningc-property,weapons-abilities-melee,/Script/CrabChampions.CrabWeapon:OwningC,CrabWeapon.OwningC,property,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-crabweapon-owningpc-property,script-crabchampions-crabweapon-owningpc-property,weapons-abilities-melee,/Script/CrabChampions.CrabWeapon:OwningPC,CrabWeapon.OwningPC,property,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-crabweapon-owningps-property,script-crabchampions-crabweapon-owningps-property,weapons-abilities-melee,/Script/CrabChampions.CrabWeapon:OwningPS,CrabWeapon.OwningPS,property,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-crabweapon-timesfired-property,script-crabchampions-crabweapon-timesfired-property,weapons-abilities-melee,/Script/CrabChampions.CrabWeapon:TimesFired,CrabWeapon.TimesFired,property,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: IntProperty,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-crabweapon-weaponinfo-property,script-crabchampions-crabweapon-weaponinfo-property,weapons-abilities-melee,/Script/CrabChampions.CrabWeapon:WeaponInfo,CrabWeapon.WeaponInfo,property,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: StructProperty,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,staged-read-required,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-crabweaponinfo-bisdualwieldweapon-struct-field,script-crabchampions-crabweaponinfo-bisdualwieldweapon-struct-field,weapons-abilities-melee,/Script/CrabChampions.CrabWeaponInfo:bIsDualWieldWeapon,CrabWeaponInfo.bIsDualWieldWeapon,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: BoolProperty,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-crabweaponinfo-owningc-struct-field,script-crabchampions-crabweaponinfo-owningc-struct-field,weapons-abilities-melee,/Script/CrabChampions.CrabWeaponInfo:OwningC,CrabWeaponInfo.OwningC,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-crabweaponmodda-triggerchancetype-property,script-crabchampions-crabweaponmodda-triggerchancetype-property,weapons-abilities-melee,/Script/CrabChampions.CrabWeaponModDA:TriggerChanceType,CrabWeaponModDA.TriggerChanceType,property,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumProperty,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-crabweaponmodda-weaponmodtype-property,script-crabchampions-crabweaponmodda-weaponmodtype-property,weapons-abilities-melee,/Script/CrabChampions.CrabWeaponModDA:WeaponModType,CrabWeaponModDA.WeaponModType,property,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumProperty,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-arcanerift-struct-field,script-crabchampions-ecrababilitymodtype-arcanerift-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::ArcaneRift,ECrabAbilityModType.ArcaneRift,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-artillerystrike-struct-field,script-crabchampions-ecrababilitymodtype-artillerystrike-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::ArtilleryStrike,ECrabAbilityModType.ArtilleryStrike,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-auraexplosion-struct-field,script-crabchampions-ecrababilitymodtype-auraexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::AuraExplosion,ECrabAbilityModType.AuraExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-barrelexplosion-struct-field,script-crabchampions-ecrababilitymodtype-barrelexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::BarrelExplosion,ECrabAbilityModType.BarrelExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-beamturret-struct-field,script-crabchampions-ecrababilitymodtype-beamturret-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::BeamTurret,ECrabAbilityModType.BeamTurret,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-bigability-struct-field,script-crabchampions-ecrababilitymodtype-bigability-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::BigAbility,ECrabAbilityModType.BigAbility,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-biggerboom-struct-field,script-crabchampions-ecrababilitymodtype-biggerboom-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::BiggerBoom,ECrabAbilityModType.BiggerBoom,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-bombexplosion-struct-field,script-crabchampions-ecrababilitymodtype-bombexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::BombExplosion,ECrabAbilityModType.BombExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-bouncingexplosion-struct-field,script-crabchampions-ecrababilitymodtype-bouncingexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::BouncingExplosion,ECrabAbilityModType.BouncingExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-bubbleblast-struct-field,script-crabchampions-ecrababilitymodtype-bubbleblast-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::BubbleBlast,ECrabAbilityModType.BubbleBlast,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-chaoticexplosion-struct-field,script-crabchampions-ecrababilitymodtype-chaoticexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::ChaoticExplosion,ECrabAbilityModType.ChaoticExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-cloneexplosion-struct-field,script-crabchampions-ecrababilitymodtype-cloneexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::CloneExplosion,ECrabAbilityModType.CloneExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-daggerblast-struct-field,script-crabchampions-ecrababilitymodtype-daggerblast-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::DaggerBlast,ECrabAbilityModType.DaggerBlast,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-damagingcast-struct-field,script-crabchampions-ecrababilitymodtype-damagingcast-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::DamagingCast,ECrabAbilityModType.DamagingCast,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-ecrababilitymodtype-max-struct-field,script-crabchampions-ecrababilitymodtype-ecrababilitymodtype-max-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::ECrabAbilityModType_MAX,ECrabAbilityModType.ECrabAbilityModType_MAX,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-elementalexplosion-struct-field,script-crabchampions-ecrababilitymodtype-elementalexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::ElementalExplosion,ECrabAbilityModType.ElementalExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-energyring-struct-field,script-crabchampions-ecrababilitymodtype-energyring-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::EnergyRing,ECrabAbilityModType.EnergyRing,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-fireexplosion-struct-field,script-crabchampions-ecrababilitymodtype-fireexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::FireExplosion,ECrabAbilityModType.FireExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-fireworkexplosion-struct-field,script-crabchampions-ecrababilitymodtype-fireworkexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::FireworkExplosion,ECrabAbilityModType.FireworkExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-giantdrill-struct-field,script-crabchampions-ecrababilitymodtype-giantdrill-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::GiantDrill,ECrabAbilityModType.GiantDrill,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-glueexplosion-struct-field,script-crabchampions-ecrababilitymodtype-glueexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::GlueExplosion,ECrabAbilityModType.GlueExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-grenadier-struct-field,script-crabchampions-ecrababilitymodtype-grenadier-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::Grenadier,ECrabAbilityModType.Grenadier,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-heatsink-struct-field,script-crabchampions-ecrababilitymodtype-heatsink-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::HeatSink,ECrabAbilityModType.HeatSink,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-iceexplosion-struct-field,script-crabchampions-ecrababilitymodtype-iceexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::IceExplosion,ECrabAbilityModType.IceExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-implodingexplosion-struct-field,script-crabchampions-ecrababilitymodtype-implodingexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::ImplodingExplosion,ECrabAbilityModType.ImplodingExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
script-crabchampions-ecrababilitymodtype-ironexplosion-struct-field,script-crabchampions-ecrababilitymodtype-ironexplosion-struct-field,weapons-abilities-melee,/Script/CrabChampions.ECrabAbilityModType::IronExplosion,ECrabAbilityModType.IronExplosion,struct field,object dump,"Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.","Weapon, ability, and melee behavior; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: EnumValue,unknown; requires host and joined-client natural observation,unknown,untested,not yet assessed,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-weapons-abilities-melee,coverage-weapons-abilities-melee,
